playerId,name,positionCode,teamId,teamAbbrev,lastTeamId,lastTeamAbbrev,lastSeasonId,sweaterNumber,active,height,heightInCentimeters,weightInPounds,weightInKilograms,birthCity,birthStateProvince,birthCountry,update_ts
8447135,Gord Kannegiesser,D,NA,NA,NA,NA,19711972,22,FALSE,6'0",183,190,86,North Bay,Ontario,CAN,2024-02-09 18:34:29.0241
8482646,Brennan Kapcheck,D,NA,NA,NA,NA,NA,NA,FALSE,5'9",175,161,72,Mt. Prospect,Illinois,USA,2024-02-09 18:34:29.0241
8456779,Thomas Kapusta,C,NA,NA,22,EDM,NA,NA,FALSE,6'0",183,187,84,Zlin,NA,CZE,2024-02-09 18:34:29.0241
8450007,Mike Karakas,G,NA,NA,NA,NA,19451946,1,FALSE,5'11",180,147,66,Aurora,Minnesota,USA,2024-02-09 18:34:29.0241
8459426,Paul Kariya,L,NA,NA,19,STL,20092010,9,FALSE,5'10",178,185,83,Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8478064,Miro Karjalainen,D,NA,NA,25,DAL,NA,58,FALSE,6'7",201,225,101,Vihti,NA,FIN,2024-02-09 18:34:29.0241
8477333,Marcus Karlstrom,D,NA,NA,52,WPG,NA,93,FALSE,6'2",188,181,81,Trångsund,NA,SWE,2024-02-09 18:34:29.0241
8480211,Michael Karow,D,NA,NA,25,DAL,NA,NA,FALSE,6'2",188,200,90,Green Bay,Wisconsin,USA,2024-02-09 18:34:29.0241
8471277,Martins Karsums,R,NA,NA,14,TBL,20082009,44,FALSE,5'10",178,198,89,Riga,NA,LVA,2024-02-09 18:34:29.0241
8483245,Brandon Kasel,G,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,174,78,Ithaca,New York,USA,2024-02-09 18:34:29.0241
8448401,Mike Kaszycki,C,NA,NA,NA,NA,19821983,21,FALSE,5'9",175,190,86,Milton,Ontario,CAN,2024-02-09 18:34:29.0241
8483402,Max Kaufman,L,NA,NA,NA,NA,NA,NA,FALSE,5'8",173,165,74,Pittsford,New York,USA,2024-02-09 18:34:29.0241
8475642,Ray Kaunisto,L,NA,NA,26,LAK,NA,82,FALSE,6'4",193,193,87,Sault Ste. Marie,Michigan,USA,2024-02-09 18:34:29.0241
8467591,Arttu Kayhko,D,NA,NA,NA,NA,NA,NA,FALSE,6'5",196,230,104,Joensuu,NA,FIN,2024-02-09 18:34:29.0241
8460512,Jeffrey Kealty,D,NA,NA,18,NSH,NA,NA,FALSE,6'4",193,175,79,Boston,Massachusetts,USA,2024-02-09 18:34:29.0241
8448420,Rick Kehoe,R,NA,NA,NA,NA,19841985,17,FALSE,5'11",180,180,81,Windsor,Ontario,CAN,2024-02-09 18:34:29.0241
8481516,Joel Kellman,C,NA,NA,28,SJS,20202021,46,FALSE,5'11",180,192,86,Karlskrona,NA,SWE,2024-02-09 18:34:29.0241
8448448,Brad Kempthorne,R,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,202,91,Boissevain,Manitoba,CAN,2024-02-09 18:34:29.0241
8447166,Ted Kennedy,C,NA,NA,NA,NA,19561957,9,FALSE,5'11",180,175,79,Humberstone,Ontario,CAN,2024-02-09 18:34:29.0241
8456818,Troy Kennedy,R,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,200,90,Brandon,Manitoba,CAN,2024-02-09 18:34:29.0241
8456819,Kenneth Kennholt,D,NA,NA,20,CGY,NA,NA,FALSE,6'3",191,191,86,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8447167,Ernest Kenny,D,NA,NA,NA,NA,19341935,10,FALSE,6'2",188,195,88,Vermilion,Alberta,CAN,2024-02-09 18:34:29.0241
8477789,Paul Kenny,G,NA,NA,NA,NA,NA,NA,FALSE,5'8",173,157,71,Long Island,New York,USA,2024-02-09 18:34:29.0241
8456821,Ross Kenny,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,St. Albert,Alberta,CAN,2024-02-09 18:34:29.0241
8450009,Dave Kerr,G,NA,NA,NA,NA,19401941,1,FALSE,5'10",178,160,72,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8474140,Blake Kessel,D,NA,NA,4,PHI,NA,NA,FALSE,6'2",188,205,92,Madison,Wisconsin,USA,2024-02-09 18:34:29.0241
8456825,Marty Ketola,R,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,185,83,Cloquet,Minnesota,USA,2024-02-09 18:34:29.0241
8448474,Veli-Pekka Ketola,C,NA,NA,NA,NA,19811982,31,FALSE,6'3",191,220,99,Pori,NA,FIN,2024-02-09 18:34:29.0241
8459140,Nikolai Khabibulin,G,NA,NA,16,CHI,20132014,39,FALSE,6'1",185,208,94,Sverdlovsk,NA,RUS,2024-02-09 18:34:29.0241
8475437,Anton Kharin,L,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,181,81,Moscow,NA,RUS,2024-02-09 18:34:29.0241
8474871,Jimmy Kilpatrick,C,NA,NA,24,ANA,NA,NA,FALSE,5'10",178,185,83,Minneapolis,Minnesota,USA,2024-02-09 18:34:29.0241
8447183,Wally Kilrea,R,NA,NA,NA,NA,19371938,14,FALSE,5'7",170,150,68,Ottawa,Ontario,CAN,2024-02-09 18:34:29.0241
8480307,Michael Kim,D,NA,NA,5,PIT,NA,67,FALSE,5'11",180,200,90,Boston,Massachusetts,USA,2024-02-09 18:34:29.0241
8448483,Darin Kimble,R,NA,NA,27,PHX,19941995,29,FALSE,6'2",188,205,92,Lucky Lake,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8456835,Brian King,D,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Port Hawkesbury,Nova Scotia,CAN,2024-02-09 18:34:29.0241
8469578,Colt King,L,NA,NA,23,VAN,NA,NA,FALSE,6'2",188,221,99,Thunder Bay,Ontario,CAN,2024-02-09 18:34:29.0241
8474100,Dwight King,L,NA,NA,8,MTL,20162017,21,FALSE,6'4",193,229,103,Meadow Lake,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8474794,Kevin King,C,NA,NA,25,DAL,NA,61,FALSE,6'1",185,190,86,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8471913,Randy King,D,NA,NA,28,SJS,NA,NA,FALSE,6'2",188,220,99,Salt Lake City,Utah,USA,2024-02-09 18:34:29.0241
8484558,Gunner Kinniburgh,D,NA,NA,29,CBJ,NA,NA,FALSE,6'3",191,185,83,Lethbridge,Alberta,CAN,2024-02-09 18:34:29.0241
8474983,Justin Kinnunen,L,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,165,74,Negaunee,Michigan,USA,2024-02-09 18:34:29.0241
8456838,Louis Kiriakou,D,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,194,87,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8479640,Luke Kirwan,L,NA,NA,17,DET,NA,84,FALSE,6'2",188,218,98,Syracuse,New York,USA,2024-02-09 18:34:29.0241
8448505,Kelly Kisio,C,NA,NA,20,CGY,19941995,11,FALSE,5'10",178,185,83,Peace River,Alberta,CAN,2024-02-09 18:34:29.0241
8456846,Teppo Kivela,C,NA,NA,30,MIN,NA,NA,FALSE,5'11",180,182,82,Veikkola,NA,FIN,2024-02-09 18:34:29.0241
8456850,Ken Klee,D,NA,NA,27,PHX,20082009,2,FALSE,6'1",185,210,95,Indianapolis,Indiana,USA,2024-02-09 18:34:29.0241
8448490,Petr Klima,R,NA,NA,25,DAL,19981999,85,FALSE,6'0",183,190,86,Chomutov,NA,CZE,2024-02-09 18:34:29.0241
8458874,Jason Knox,D,NA,NA,26,LAK,NA,NA,FALSE,6'2",188,197,89,Williams Lake,British Columbia,CAN,2024-02-09 18:34:29.0241
8447227,Paul Knox,R,NA,NA,NA,NA,19541955,11,FALSE,5'10",178,160,72,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8468626,David Koci,L,NA,NA,21,COL,20102011,28,FALSE,6'6",198,238,107,Prague,NA,CZE,2024-02-09 18:34:29.0241
8469645,Toni Koivisto,L,NA,NA,13,FLA,NA,NA,FALSE,6'0",183,189,85,Ylitornio,NA,FIN,2024-02-09 18:34:29.0241
8479810,Andy Kollar,G,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,141,63,Winnipeg,Manitoba,CAN,2024-02-09 18:34:29.0241
8469643,Ivan Kolozvary,L,NA,NA,10,TOR,NA,NA,FALSE,6'0",183,169,76,Ilavaslava,NA,SVK,2024-02-09 18:34:29.0241
8470125,Ivan Koltsov,D,NA,NA,22,EDM,NA,NA,FALSE,6'2",188,181,81,Cherepovets,NA,RUS,2024-02-09 18:34:29.0241
8466340,Alexei Komarov,D,NA,NA,25,DAL,NA,NA,FALSE,6'8",203,194,87,Moscow,NA,RUS,2024-02-09 18:34:29.0241
8481010,Jordan Kooy,G,NA,NA,54,VGK,NA,NA,FALSE,6'2",188,184,83,Newmarket,Ontario,CAN,2024-02-09 18:34:29.0241
8468767,Milan Kopecky,L,NA,NA,4,PHI,NA,NA,FALSE,6'0",183,176,79,Praha,NA,CZE,2024-02-09 18:34:29.0241
8448534,John Kordic,R,NA,NA,32,QUE,19911992,31,FALSE,6'2",188,210,95,Edmonton,Alberta,CAN,2024-02-09 18:34:29.0241
8470037,Jakub Koreis,C,NA,NA,27,PHX,NA,NA,FALSE,6'2",188,206,93,Plzen,NA,CZE,2024-02-09 18:34:29.0241
8470210,Nikita Korovkin,D,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,198,89,Zlatoust,NA,RUS,2024-02-09 18:34:29.0241
8456878,Petteri Koskimaki,C,NA,NA,5,PIT,NA,NA,FALSE,6'1",185,180,81,Helsinki,NA,FIN,2024-02-09 18:34:29.0241
8479290,Kalle Kossila,C,NA,NA,10,TOR,20182019,48,FALSE,5'11",180,182,82,Kauniainen,NA,FIN,2024-02-09 18:34:29.0241
8448528,Maxwell Kostovich,R,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,185,83,Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8456887,Vyacheslav Kozlov,L,NA,NA,11,ATL,20092010,13,FALSE,5'10",178,190,86,Voskresensk,NA,RUS,2024-02-09 18:34:29.0241
8482819,Trevin Kozlowski,G,NA,NA,30,MIN,NA,NA,FALSE,6'4",193,220,99,Valencia,California,USA,2024-02-09 18:34:29.0241
8478160,Taran Kozun,G,NA,NA,15,WSH,NA,NA,FALSE,6'0",183,163,73,Nipawin,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8479605,Nikolaj Krag Christensen,C,NA,NA,19,STL,NA,NA,FALSE,6'3",191,201,90,Rodovre,NA,DNK,2024-02-09 18:34:29.0241
8480820,Filip Kral,D,NA,NA,10,TOR,20222023,82,FALSE,6'2",188,198,89,Blansko,NA,CZE,2024-02-09 18:34:29.0241
8476308,Darren Kramer,C,NA,NA,9,OTT,NA,37,FALSE,6'1",185,210,95,Peace River,Alberta,CAN,2024-02-09 18:34:29.0241
8456891,Mickey Krampotich,C,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,180,81,Hibbing,Minnesota,USA,2024-02-09 18:34:29.0241
8484282,Jami Krannila,C,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,163,73,Pori,NA,FIN,2024-02-09 18:34:29.0241
8467376,Jaroslav Kristek,R,NA,NA,7,BUF,20022003,29,FALSE,6'1",185,185,83,Zlin,NA,CZE,2024-02-09 18:34:29.0241
8475954,Matt Krug,D,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,230,104,Livonia,Michigan,USA,2024-02-09 18:34:29.0241
8456905,Gary Kruzich,G,NA,NA,NA,NA,NA,NA,FALSE,5'4",163,174,78,Oaklawn,Illinois,USA,2024-02-09 18:34:29.0241
8462174,Jaroslav Kudrna,L,NA,NA,28,SJS,NA,NA,FALSE,5'11",180,176,79,Hradec Kralove,NA,CZE,2024-02-09 18:34:29.0241
8469722,Roman Kuhtinov,D,NA,NA,2,NYI,NA,NA,FALSE,6'1",185,207,93,Belgorod,NA,RUS,2024-02-09 18:34:29.0241
8456910,Robert Kukulawicz,R,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,St. Paul,Minnesota,USA,2024-02-09 18:34:29.0241
8469774,Alexander Kulakov,R,NA,NA,29,CBJ,NA,NA,FALSE,6'0",183,190,86,Minsk,NA,BLR,2024-02-09 18:34:29.0241
8478120,Edgars Kulda,L,NA,NA,53,ARI,NA,81,FALSE,6'0",183,188,85,Riga,NA,LVA,2024-02-09 18:34:29.0241
8456914,Al Kummu,D,NA,NA,8,MTL,NA,NA,FALSE,6'4",193,195,88,Kitchener,Ontario,CAN,2024-02-09 18:34:29.0241
8448547,Dale Kushner,L,NA,NA,20,CGY,19911992,10,FALSE,6'1",185,195,88,Terrace,British Columbia,CAN,2024-02-09 18:34:29.0241
8468933,Shane Kuss,C,NA,NA,23,VAN,NA,NA,FALSE,5'7",170,165,74,Delta,British Columbia,CAN,2024-02-09 18:34:29.0241
8458634,Alexander Kuzminsky,C,NA,NA,10,TOR,NA,NA,FALSE,5'11",180,160,72,Kiev,NA,RUS,2024-02-09 18:34:29.0241
8459630,Toby Kvalevog,G,NA,NA,9,OTT,NA,NA,FALSE,5'10",178,170,77,Fargo,North Dakota,USA,2024-02-09 18:34:29.0241
8456923,Doug Kyle,R,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,187,84,Regina,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8447257,Gus Kyle,D,NA,NA,NA,NA,19511952,15,FALSE,6'1",185,202,91,Dysart,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8447258,Mike Labadie,R,NA,NA,NA,NA,19521953,15,FALSE,5'11",180,170,77,St-Francis D'Assisi,Quebec,CAN,2024-02-09 18:34:29.0241
8456925,John Labatt,C,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,175,79,Minnetonka,Minnesota,USA,2024-02-09 18:34:29.0241
8474289,Scott Aarssen,D,NA,NA,25,DAL,NA,NA,FALSE,5'11",180,192,86,St. Catharines,Ontario,CAN,2024-02-09 18:34:29.0241
8455392,Guillaume Abbattiello,G,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,165,74,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8475870,Konrad Abeltshauser,D,NA,NA,19,STL,NA,51,FALSE,6'5",196,225,101,Bad Tolz,NA,DEU,2024-02-09 18:34:29.0241
8450191,Tobias Abstreiter,C,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,183,82,Landshut,NA,DEU,2024-02-09 18:34:29.0241
8484082,Bill Adams,L,NA,NA,NA,NA,NA,NA,FALSE,5'9",175,185,83,Fort William,Ontario,CAN,2024-02-09 18:34:29.0241
8484573,Mathis Aguilar,D,NA,NA,5,PIT,NA,57,FALSE,6'3",191,206,93,St-Eustache,Quebec,CAN,2024-02-09 18:34:29.0241
8471791,Anthony Aiello,D,NA,NA,30,MIN,NA,NA,FALSE,6'1",185,187,84,Braintree,Massachusetts,USA,2024-02-09 18:34:29.0241
8481705,Santeri Airola,D,NA,NA,5,PIT,NA,NA,FALSE,5'11",180,163,73,Imatra,NA,FIN,2024-02-09 18:34:29.0241
8449787,Andy Aitkenhead,G,NA,NA,NA,NA,19341935,1,FALSE,5'9",175,145,65,Glasgow,NA,GBR,2024-02-09 18:34:29.0241
8478966,Alexandre Alain,C,NA,NA,8,MTL,NA,68,FALSE,6'1",185,194,87,Québec,Quebec,CAN,2024-02-09 18:34:29.0241
8455417,Ken Alexander,D,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,181,81,Dearborn Heights,Michigan,USA,2024-02-09 18:34:29.0241
8479659,Sean Allen,D,NA,NA,19,STL,NA,NA,FALSE,6'3",191,195,88,Puslinch,Ontario,CAN,2024-02-09 18:34:29.0241
8444917,Dave Allison,D,NA,NA,NA,NA,19831984,36,FALSE,6'1",185,200,90,Fort Frances,Ontario,CAN,2024-02-09 18:34:29.0241
8479539,Niclas Almari,D,NA,NA,5,PIT,NA,79,FALSE,6'1",185,180,81,Espoo,NA,FIN,2024-02-09 18:34:29.0241
8468314,Oleksandre Alyeksyeyev,D,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,216,97,NA,NA,UKR,2024-02-09 18:34:29.0241
8484726,Erin Ambrose,D,NA,NA,NA,NA,NA,23,FALSE,5'5",165,132,59,Keswick,Ontario,CAN,2024-02-09 18:34:29.0241
8455434,Will Andersen,D,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,194,87,Kamloops,British Columbia,CAN,2024-02-09 18:34:29.0241
8444877,Bill Anderson,D,NA,NA,NA,NA,19421943,21,FALSE,6'0",183,190,86,Tillsonburg,Ontario,CAN,2024-02-09 18:34:29.0241
8474252,Chad Anderson,D,NA,NA,8,MTL,NA,NA,FALSE,6'3",191,211,95,Chisago,Minnesota,USA,2024-02-09 18:34:29.0241
8467950,Craig Anderson,G,NA,NA,7,BUF,20222023,41,FALSE,6'2",188,187,84,Park Ridge,Illinois,USA,2024-02-09 18:34:29.0241
8455436,Dean Anderson,G,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,175,79,Oshawa,Ontario,CAN,2024-02-09 18:34:29.0241
8474216,Spencer Anderson,L,NA,NA,11,ATL,NA,NA,FALSE,6'2",188,204,92,Hartford,Connecticut,USA,2024-02-09 18:34:29.0241
8455442,Thomas Anderson,D,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Chicago,Illinois,USA,2024-02-09 18:34:29.0241
8444931,Tom Anderson,L,NA,NA,NA,NA,19411942,8,FALSE,5'10",178,180,81,Edinburgh,NA,GBR,2024-02-09 18:34:29.0241
8459528,Jonas Andersson-Junkka,D,NA,NA,29,CBJ,NA,NA,FALSE,6'2",188,165,74,Kiruna,NA,SWE,2024-02-09 18:34:29.0241
8444978,Ralph Andreesen,D,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,185,83,Prince Rupert,British Columbia,CAN,2024-02-09 18:34:29.0241
8465188,Daryl Andrews,D,NA,NA,1,NJD,NA,NA,FALSE,6'2",188,190,86,Campbell River,British Columbia,CAN,2024-02-09 18:34:29.0241
8444936,Lloyd Andrews,L,NA,NA,NA,NA,19241925,9,FALSE,0'0",0,0,0,Tillsonburg,Ontario,CAN,2024-02-09 18:34:29.0241
8444952,Lou Angotti,C,NA,NA,NA,NA,19731974,6,FALSE,5'9",175,170,77,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8444953,Hub Anslow,C,NA,NA,NA,NA,19471948,20,FALSE,6'0",183,173,78,Pembroke,Ontario,CAN,2024-02-09 18:34:29.0241
8478161,Eliot Antonietti,D,NA,NA,15,WSH,NA,NA,FALSE,6'6",198,236,106,Geneva,NA,CHE,2024-02-09 18:34:29.0241
8458812,Dean Antos,C,NA,NA,22,EDM,NA,NA,FALSE,5'10",178,173,78,Killam,Alberta,CAN,2024-02-09 18:34:29.0241
8445022,Syl Apps,C,NA,NA,NA,NA,19791980,6,FALSE,6'0",183,185,83,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8469541,Anthony Aquino,R,NA,NA,11,ATL,NA,NA,FALSE,5'10",178,190,86,Mississauga,Ontario,CAN,2024-02-09 18:34:29.0241
8471867,Luciano Aquino,C,NA,NA,2,NYI,NA,NA,FALSE,5'9",175,198,89,Mississauga,Ontario,CAN,2024-02-09 18:34:29.0241
8465985,Derek Arbez,R,NA,NA,17,DET,NA,NA,FALSE,6'2",188,208,94,Wakaw,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8479437,Mantas Armalis,G,NA,NA,28,SJS,NA,NA,FALSE,6'3",191,205,92,Plunge,NA,LTU,2024-02-09 18:34:29.0241
8455463,Gavin Armstrong,G,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,185,83,Fort Saskatchewan,Alberta,CAN,2024-02-09 18:34:29.0241
8455471,Edward Arrington,G,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Somerville,Massachusetts,USA,2024-02-09 18:34:29.0241
8474272,Josh Aspenlind,R,NA,NA,17,DET,NA,NA,FALSE,5'11",180,178,80,Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8465896,Doug Ast,C,NA,NA,23,VAN,NA,NA,FALSE,5'11",180,180,81,Chilliwack,British Columbia,CAN,2024-02-09 18:34:29.0241
8473410,Peter Aston,D,NA,NA,13,FLA,NA,70,FALSE,6'1",185,205,92,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8445121,Hardy Astrom,G,NA,NA,NA,NA,19801981,31,FALSE,5'11",180,176,79,Skelleftea,NA,SWE,2024-02-09 18:34:29.0241
8471384,Matt Auffrey,R,NA,NA,24,ANA,NA,NA,FALSE,6'2",188,203,91,Cincinnati,Ohio,USA,2024-02-09 18:34:29.0241
8458646,Jacques Auger,D,NA,NA,16,CHI,NA,NA,FALSE,6'1",185,215,97,Levis,Quebec,CAN,2024-02-09 18:34:29.0241
8467913,Alex Auld,G,NA,NA,9,OTT,20112012,35,FALSE,6'4",193,215,97,Cold Lake,Alberta,CAN,2024-02-09 18:34:29.0241
8468527,Jared Aulin,C,NA,NA,29,CBJ,20022003,31,FALSE,6'0",183,192,86,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8477383,Gage Ausmus,D,NA,NA,21,COL,NA,59,FALSE,6'1",185,215,97,Billings,Montana,USA,2024-02-09 18:34:29.0241
8459207,Darcy Austin,G,NA,NA,23,VAN,NA,NA,FALSE,5'10",178,180,81,Red Deer,Alberta,CAN,2024-02-09 18:34:29.0241
8479483,Yohann Auvitu,D,NA,NA,22,EDM,20172018,81,FALSE,5'11",180,187,84,Ivry-sur-Seine,NA,FRA,2024-02-09 18:34:29.0241
8476639,Adam Avramenko,G,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,205,92,Strathmore,Alberta,CAN,2024-02-09 18:34:29.0241
8445206,John Baby,D,NA,NA,NA,NA,19781979,19,FALSE,6'0",183,195,88,Sudbury,Ontario,CAN,2024-02-09 18:34:29.0241
8445208,Dave Babych,D,NA,NA,26,LAK,19981999,44,FALSE,6'1",185,225,101,Edmonton,Alberta,CAN,2024-02-09 18:34:29.0241
8475639,Sean Backman,R,NA,NA,2,NYI,NA,38,FALSE,5'9",175,170,77,Cos Cob,Connecticut,USA,2024-02-09 18:34:29.0241
8470787,Drew Bagnall,D,NA,NA,7,BUF,20102011,24,FALSE,6'3",191,220,99,Oakbank,Manitoba,CAN,2024-02-09 18:34:29.0241
8471286,Zdenek Bahensky,R,NA,NA,3,NYR,NA,NA,FALSE,6'2",188,190,86,Most,NA,CZE,2024-02-09 18:34:29.0241
8468969,Jason Baird,L,NA,NA,17,DET,NA,NA,FALSE,6'0",183,199,90,Cayuga,Ontario,CAN,2024-02-09 18:34:29.0241
8445202,Jamie Baker,C,NA,NA,28,SJS,19981999,13,FALSE,6'0",183,195,88,Ottawa,Ontario,CAN,2024-02-09 18:34:29.0241
8469099,Trevor Baker,L,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,160,72,Edmonton,Alberta,CAN,2024-02-09 18:34:29.0241
8480971,Martin Bakos,C,NA,NA,6,BOS,NA,59,FALSE,6'2",188,198,89,Spisska Nova Ves,NA,SVK,2024-02-09 18:34:29.0241
8445222,Robert Bales,C,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,160,72,Edmonton,Alberta,CAN,2024-02-09 18:34:29.0241
8476322,Chase Balisy,C,NA,NA,9,OTT,20172018,23,FALSE,5'11",180,179,81,Fullerton,California,USA,2024-02-09 18:34:29.0241
8481177,Mitchell Balmas,L,NA,NA,19,STL,NA,NA,FALSE,5'11",180,168,76,Sydney,Nova Scotia,CAN,2024-02-09 18:34:29.0241
8466179,Maxim Balmochnykh,L,NA,NA,1,NJD,19992000,43,FALSE,6'0",183,209,94,Lipetskti,NA,RUS,2024-02-09 18:34:29.0241
8484652,Jake Balsdon,G,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,170,77,NA,Ontario,CAN,2024-02-09 18:34:29.0241
8455505,Steve Bancroft,D,NA,NA,20,CGY,20012002,8,FALSE,6'1",185,215,97,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8458920,Cory Banika,R,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,185,83,Oshawa,Ontario,CAN,2024-02-09 18:34:29.0241
8445254,Ralph Barahona,C,NA,NA,6,BOS,19911992,37,FALSE,5'10",178,180,81,Long Beach,California,USA,2024-02-09 18:34:29.0241
8474717,Mark Barberio,D,NA,NA,21,COL,20192020,44,FALSE,6'1",185,200,90,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8455517,Pierre Baril,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,185,83,Cornwall,Ontario,CAN,2024-02-09 18:34:29.0241
8471216,Cam Barker,D,NA,NA,23,VAN,20122013,18,FALSE,6'3",191,223,100,Winnipeg,Manitoba,CAN,2024-02-09 18:34:29.0241
8455519,Michael Barkley,R,NA,NA,7,BUF,NA,NA,FALSE,6'0",183,185,83,Port Alberni,British Columbia,CAN,2024-02-09 18:34:29.0241
8468906,Jonathon Barkman,R,NA,NA,17,DET,NA,NA,FALSE,6'0",183,197,89,Kenora,Ontario,CAN,2024-02-09 18:34:29.0241
8475588,Evan Barlow,L,NA,NA,NA,NA,NA,NA,FALSE,5'8",173,171,77,Strathmore,Alberta,CAN,2024-02-09 18:34:29.0241
8480595,Nicholas Barnett,G,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,169,76,Denver,Colorado,USA,2024-02-09 18:34:29.0241
8445283,Len Barrie,C,NA,NA,13,FLA,20002001,9,FALSE,6'0",183,200,90,Kimberley,British Columbia,CAN,2024-02-09 18:34:29.0241
8455532,Mark Bassen,C,NA,NA,19,STL,NA,28,FALSE,5'10",178,170,77,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8449805,Baz Bastien,G,NA,NA,NA,NA,19451946,1,FALSE,5'7",170,160,72,Timmins,Ontario,CAN,2024-02-09 18:34:29.0241
8466172,Gregor Baumgartner,R,NA,NA,22,EDM,NA,NA,FALSE,6'2",188,185,83,Kapfenberg,NA,AUT,2024-02-09 18:34:29.0241
8455541,Mark Bavis,C,NA,NA,3,NYR,NA,NA,FALSE,6'0",183,175,79,Roslindale,Massachusetts,USA,2024-02-09 18:34:29.0241
8455544,Tim Bean,L,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,205,92,Sault Ste. Marie,Ontario,CAN,2024-02-09 18:34:29.0241
8478833,J.C. Beaudin,C,NA,NA,9,OTT,20192020,64,FALSE,6'1",185,196,88,Longueuil,Quebec,CAN,2024-02-09 18:34:29.0241
8474378,Matt Beaudoin,C,NA,NA,27,PHX,NA,NA,FALSE,5'10",178,180,81,Rock Forest,Quebec,CAN,2024-02-09 18:34:29.0241
8481330,Jeremy Beaudry,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,194,87,Montmagny,Quebec,CAN,2024-02-09 18:34:29.0241
8471192,Miguel Beaudry,G,NA,NA,NA,NA,NA,NA,FALSE,5'9",175,179,81,Verner,Ontario,CAN,2024-02-09 18:34:29.0241
8476305,Gabriel Beaupre,D,NA,NA,21,COL,NA,47,FALSE,6'2",188,195,88,Levis,Quebec,CAN,2024-02-09 18:34:29.0241
8459271,Danny Beauregard,C,NA,NA,20,CGY,NA,NA,FALSE,6'0",183,176,79,Eastman,Quebec,CAN,2024-02-09 18:34:29.0241
8474226,Thomas Beauregard,R,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,182,82,St. Georges-Beauce,Quebec,CAN,2024-02-09 18:34:29.0241
8480997,Victor Brattstrom,G,NA,NA,17,DET,NA,34,FALSE,6'4",193,200,90,Göteborg,NA,SWE,2024-02-09 18:34:29.0241
